Name,Count
Mega Man: Battle & Chase,1
My Amusement Park,1
Card Games,1
Dreamer Series: Pop Star,1
Zoey 101: Field Trip Fiasco,1
Gobliiins 4,1
The Dark Hills of Cherai,1
Mar Heaven: Karudea no Akuma,1
Target: Terror,1
Pop'n Music Portable 2,1
Custom Drive,1
Circus Maximus: Chariot Wars,1
Robocalypse,1
Joint Operations: Combined Arms,1
Demolition Company: Gold Edition,1
Game Center CX: Arino no Chousenjou 2,1
Eiken DS,1
Speed,1
Onechanbara Special,1
Elements of Destruction,1
Daikaijuu Battle: Ultra Coliseum,1
Kenyuu Densetsu Yaiba,1
GunGriffon II,1
Mega Man Battle Network 5: Double Team DS (US sales),1
Hakuouki: Yuugi Roku,1
Time Leap,1
Poupee Girl DS 2: Elegant Mint / Sweet Pink Style,1
Crimson Gem Saga,1
Disney's Donald Duck Advance,1
Pebble Beach Golf Links,1
Saki: Achiga-Hen Portable,1
Sugoi Hebereke,1
Monster Trux Offroad,1
Viewpoint,1
Petz Fantasy 3D,1
Exhibition Volume 4,1
Steambot Chronicles: Battle Tournament,1
Bella Sara 2 - The Magic of Drasilmare,1
Hakuoki: Shinkai - Furi no Shou,1
Chicken Hunter,1
J Legend Retsuden,1
Monster Racers,1
Galerians: Ash,1
Famicom Mini: Nazo no Murasame-Jou,1
Vampire Legends: Power of Three,1
Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,1
"Sakigake!! Otokojuku - Nihon yo, Kore ga Otoko Dearu!",1
Pawly Pets: My Vet Practice,1
Jelly Belly: Ballistic Beans,1
Make 10: A Journey of Numbers,1
The Amazing Spider-Man (DS & Mobile Versions),1
Dream Trigger 3D,1
Monster Rancher Battle Card: Episode II,1
NCAA College Football 2K3,1
Alexi Lalas International Soccer,1
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,1
Code R,1
The Idolmaster: Gravure For You! Vol.8,1
Moxie Girlz,1
Teenage Mutant Ninja Turtles (3DS),1
"Flower, Sun, and Rain",1
Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,1
DS Uranai Seikatsu,1
The King of Fighters: Evolution,1
Final Fantasy XI: All-In-One Pack 2006,1
Tonka Rescue Patrol,1
Oil Rush,1
Spy Fox in Dry Cereal,1
Winning Eleven Playmaker 2010: Aoki Samurai no Chousen,1
Smart Boy's Toys Club,1
Chocolatier,1
Jewel Link: Galactic Quest,1
Rugby League 3,1
Roogoo Attack!,1
Invizimals: The Alliance,1
Mucha Lucha! Mascaritas of the Lost Code,1
Uchida Yasuou Mystery: Meitantei Senken Mitsuhiko Series: Fukutoshin Renzoku Satsujin Jiken,1
G Darius,1
Super Bowling,1
Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!,1
Spot Goes to Hollywood,1
Achtung Panzer: Kharkov 1943,1
Mugen Souls Z,1
Maximum Chase,1
Minna de Dokusho: Keatai Shousetsu Desu,1
Tsuyo Kiss 2 Gakki: Swift Love,1
Harukanaru Toki no Naka de 4,1
The Pinball of the Dead,1
Derby Jockey: Kishou e no Michi,1
Growlanser IV: Over Reloaded,1
Assault Suit Leynos,1
Roll Away,1
Ferrari: The Race Experience,1
Busou Shinki: Battle Masters,1
NOëL: La Neige,1
Chuugen no Hasha: Sangoku Shouseiden,1
Pong / Asteroids / Yars' Revenge,1
Pippa Funnell: Ranch Rescue,1
Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,1
Routes PE,1
"Tennis no Oji-Sama: Doubles no Oji-Sama - Boys, Be Glorious!",1
Combat: Task Force 121,1
Pro Farm 1,1
Platypus,1
Polar Bowler,1
Prehistorik Man,1
Archer Maclean's 3D Pool,1
thinkSMART: Chess for Kids,1
Chicago Enforcer,1
Let's Ride! Friends Forever,1
World Heroes Anthology,1
Discovery Kids: Parrot Pals,1
Jinguuji Saburou DS: Akai Chou,1
th!nk Logic Trainer,1
Squishy Tank,1
Let's Paint,1
Dance Dance Revolution Extra Mix,1
Model * Oshare Audition: Dream Girl,1
Killer Instinct (2013),1
Lupin Sansei: Shijou Saidai no Zunousen,1
Konductra,1
Digimon World Championship,1
Famicom Mini: Balloon Fight,1
Romance of the Three Kingdoms XI,1
Seaman 2: Peking Genjin Ikusei Kit,1
River King: Mystic Valley (US sales),1
Airport Simulator,1
Rinne no Lagrange: Kamogawa Days,1
Command & Conquer 4: Tiberian Twilight,1
Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,1
Commando: Steel Disaster,1
Aria: The Natural ~Tooi Yume no Mirage~,1
San-X: Chara Sagashi Land,1
Hellgate: London,1
Anubis II,1
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono,1
Reader Rabbit 1st Grade,1
Nicola Kanshuu: Model * Oshare Audition,1
Tecmo's Deception,1
Let's Ride! Dreamer,1
Exhibition Volume 6,1
The Sims 2: Seasons,1
Kururin Paradise,1
Zill O'll Infinite Plus,1
Ant Nation,1
Crime Lab: Body of Evidence,1
The Awakened Fate Ultimatum,1
Zettai Zetsumei Toshi 3: Kowareyuku Machi to Kanojyo no Uta,1
Hearts of Iron III,1
Dragon's Lair,1
GunParade Orchestra: Shiro no Shou,1
Higurashi Daybreak Portable Mega Edition,1
A Vampyre Story,1
Mia Hamm Soccer 64,1
Kiniro no Corda 2,1
Dynasty Warriors Vs,1
Sprung - A Game Where Everyone Scores,1
Point Blank DS (JP sales),1
G-Saviour,1
Gintama DS: Yorozuya Daisoudou,1
Trick DS-han: Kakushi Kami no Sumukan,1
Circuit Breakers,1
My Dress-Up,1
Jake Power: Handyman,1
Ys vs. Sora no Kiseki: Alternative Saga,1
RayStorm,1
Naruto: Ultimate Ninja Heroes (JP sales),1
Shinken de Watashi ni Koi Shinasai! R,1
Alpha and Omega,1
Operation: Vietnam,1
IA/VT Colorful,1
Higurashi no Nakukoru ni Kizuna: Dai-Ichi-Kan - Tatari,1
Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,1
Doraemon: Nobita to Himitsu Dougu Hakubutsukan,1
Pizza Delivery Boy,1
Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu,1
Crimson Sea 2,1
Crayon Shin-Chan: Obaka Daininden - Susume! Kasukabe Ninja Tai!,1
Ray Tracers,1
Monster Madness: Grave Danger,1
Nicktoons Collection: Game Boy Advance Video Volume 3,1
Elminage III: Ankoku no Shito to Yaiyou no Kyuuden,1
Cut the Rope,1
Heavenly Guardian,1
Drake of the 99 Dragons,1
Memories Off,1
Super Robot Spirits,1
Tenchu San Portable,1
The Wild West,1
Totaled!,1
Romance of the Three Kingdoms IX,1
The Book of Unwritten Tales: The Critter Chronicles,1
Loons: The Fight For Fame,1
Fable: The Lost Chapters,1
Swingerz Golf,1
Mystery Tales 2: The Spirit Mask,1
Saint Seiya Omega: Ultimate Cosmo,1
I Don't Have Many Friends Portable,1
Shonen Jump's Shaman King: Master of Spirits 2,1
"Hi! Hamtaro - Little Hamsters,big Adventures: Ham-Ham Challenge",1
Fantasy Aquarium by DS,1
Tornado,1
Magi: The Labyrinth of Beginning,1
Operation Darkness,1
Homie Rollerz,1
Toki no Kizuna: Hanayui Tsuzuri,1
Vampire Knight DS,1
"Horrid Henry: The Good, The Bad and The Bugly",1
PopCap Hits!,1
Octomania,1
Fishing Master (jp sales),1
"Element Girl: Love, Fashion and Friends",1
Haunting Ground,1
Mahjong Fight Club DS: Wi-Fi Taiou,1
Bleach: Heat the Soul 3,1
Ecco: The Tides of Time,1
Another Code R: A Journey into Lost Memories,1
Hakuouki: Yuugi Roku DS,1
Shadowgate 64: Trials of the Four Towers,1
Vitamin X,1
Gal Gun,1
Caesars Palace Advance: Millennium Gold Edition,1
Battlezone: Rise of the Black Dogs,1
Aero Gauge,1
Gallop Racer 2004,1
John Madden Football,1
Busou Renkin: Youkoso Papillon Park e,1
Rayman: Hoodlum's Revenge,1
Sunrise Eiyuutan R,1
Haikyuu!! Tsunage! Itadaki no Keshiki!!,1
Ore wa Shoujo Mangaka,1
Mobile Suit Gundam Seed: Never Ending Tomorrow,1
McFarlane's Evil Prophecy,1
Shounen Sunday x Shounen Magazine: Nettou! Dream Nine,1
Microsoft Flight Simulator 2004: A Century of Flight,1
Chuck E. Cheese's Super Collection,1
ESPN National Hockey Night,1
Blast Radius,1
Farm Frenzy,1
Shin Chan Contra ¡Los Plastas!,1
Vanguard Bandits,1
Machine Head,1
Football Manager 2010,1
Dream Club Zero Portable,1
X Rebirth,1
Slayers Royal,1
Culdcept DS,1
Hot Wheels Ultimate Racing,1
The Destiny of Zorro,1
Blue Stinger,1
Shellshock,1
Touch Detective (JP sales),1
Football Director DS,1
Math Blaster in the Prime Adventure,1
DJ Max Fever,1
Dora & Kai-Lan's Pet Shelter,1
Dungeons & Dragons Tactics,1
Kirarin * Revolution: Mezase! Idol Queen,1
Weiss Schwarz Portable,1
Emergency Mayhem,1
The King of Fighters: Dream Match 1999,1
UNO / Skip-Bo / UNO Freefall,1
Hakuoki: Reimeiroku - Omouhase Kara,1
Uta no Prince-Sama: Music,1
Football Manager 2007,1
ESA Game Pack,1
Dora's Cooking Club,1
Toaru Majutsu no Index,1
Clue / Mouse Trap / Perfection / Aggravation,1
Rising Zan: The Samurai Gunman,1
Mai-Otome Hime: Otome Butou Shi,1
Samurai Warriors Chronicles 2nd,1
Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,1
Vandal Hearts II,1
Death By Degrees,1
Brooktown High: Senior Year,1
The Story of Noah's Ark,1
Princess Frontier Portable,1
Inazuma Eleven GO Strikers 2013,1
Princess Debut,1
Iridium Runners,1
Sega Ages 2500 Series Vol. 26: Dynamite Deka,1
Kong: The Animated Series,1
Pajama Sam: Don't Fear The Dark,1
Project Hacker: Kakusei,1
Agatha Christie: Death on the Nile,1
Monster Rancher EVO,1
Digimon Adventure,1
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,1
Koisuru Otome to Shugo no Tate Portable,1
PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana,1
KORG DS-10 Synthesizer Plus,1
Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,1
Hakuouki Portable,1
Nodame Cantabile: Tanoshii Ongaku no Jikan Desu,1
My Healthy Cooking Coach,1
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS,1
Penguin no Mondai: The World,1
"Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere",1
E·O·E: Eve of Extinction,1
Baten Kaitos Origins,1
Hyakki Yagyou Kaidan Romance,1
Water Sports,1
DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun,1
Bookworm Deluxe,1
Draglade,1
Bakumatsu Renka: Karyuu Kenshi-den,1
Monkey Mischief! Party Time,1
Tiny Toon Adventures: Wacky Stackers,1
Creeper World 3: Arc Eternal,1
Urban Chaos,1
Robopon 2: Cross Version,1
Doko Demo Issho,1
Bujingai: The Forsaken City,1
Pariah,1
Digimon Story: Lost Evolution,1
Mahou Sensei Negima!? Neo-Pactio Fight!!,1
Army Corps of Hell,1
Gallop Racer 2006,1
Banjo-Pilot,1
Pro Yakyuu Famista DS 2009,1
PDC World Championship Darts 2009,1
Fatal Frame 2: Wii Edition,1
Tail of the Sun,1
Canada Hunt,1
Metal Slug 3,1
Space Channel 5: Ulala's Cosmic Attack,1
Memories Off: Yubikiri no Kioku,1
Airline Tycoon,1
Taiko no Tatsujin: V Version,1
E.T. The Extra-Terrestrial,1
F1 Career Challenge,1
Imagine: Soccer Captain,1
Disney Sports Basketball,1
Psychic Detective,1
Bejeweled Blitz,1
Ozzy & Drix,1
Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,1
Barnyard Blast: Swine of the Night,1
Codename: Panzers Complete Collection,1
UFC: Tapout 2,1
Kenka Bancho Bros: Tokyo Battle Royale,1
Derby Stallion P,1
SBK09 Superbike World Championship,1
Family Party: 30 Great Games,1
Exit DS,1
Sweet Honey Coming,1
Universe at War: Earth Assault,1
The Whispered World,1
Ultimate Puzzle Games,1
Combat Flight Simulator 3: Battle for Europe,1
Kimikare: New Semester,1
Revolution X,1
Haneru no Tobira Wii: Girigirissu,1
Atsumare! Power Pro Kun no DS Koushien,1
G1 Jockey 3,1
RoboCop,1
Rome: Total War,1
Dropship: United Peace Force,1
Elminage II: Sousei no Megami to Unmei no Daichi,1
Grisaia no Rakuen: Le Eden de la Grisaia,1
Ridge Racer 2,1
PictoImage,1
May's Mystery: Forbidden Memories,1
Corvette Evolution GT,1
Gretzky NHL,1
Blazing Souls,1
Yu-Gi-Oh! 5D's Wheelie Breakers,1
God Eater Off Shot: Tachibana Sakuya-hen Twin Pack & Animation Vol.7,1
Kidou Senshi Gundam UC,1
Macross 30: Ginga o Tsunagu Utagoe,1
Miami Law,1
Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,1
Otometeki Koi Kakumei * Love Revo!! DS,1
Mickey's Speedway USA (weekly JP sales),1
Escape From Monkey Island,1
Seinaru Kana: Orichalcum no Na no Motoni,1
Learn Chess,1
The Treasures of Mystery Island 3 Pack - Save Mystery Island!,1
Imagine Figure Skater (JP sales),1
Olympic Summer Games: Atlanta 1996,1
"Warhammer 40,000: Dawn of War II - Chaos Rising",1
Hoshizora no Comic Garden,1
System Flaw,1
Project FIFA World Cup,1
Real Bout Garou Densetsu,1
Hirameki Action: Chibikko Wagyan no Daiki na Bouken,1
Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen,1
Nihon Keizai Shinbunsha Kanshuu: Shiranai Mamade wa Son o Suru Mono ya Okane no Shikumi DS,1
Universal Studios Theme Parks Adventure,1
Naruto Shippuden: Gekito Ninja Taisen! EX,1
Nancy Drew: The Model Mysteries,1
Murder in Venice,1
Lucky * Star: Ryouou Gakuen Outousai,1
Fate/hollow ataraxia,1
STORM: Frontline Nation,1
Age of Empires II: The Age of Kings,1
Bleach: Dark Souls (JP sales),1
Petz Hamsterz Superstarz,1
Mushi Bugyou,1
Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi,1
Tales of Innocence R,1
Initial D: Street Stage,1
Zero4 Champ RR-Z,1
Exhibition Volume 03,1
Idol Janshi Suchie-Pai Remix,1
Patrician IV: Gold Edition,1
"Sakura Wars 2: Kimi, Shinitamou koto Nakare",1
Micro Machines V3,1
Earth Defense Force 2025.1: The Shadow of New Despair,1
Crime Crackers,1
Sneakers,1
Famicom Mini: Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo Zenkouhen,1
Higurashi no Nakukoru ni Kizuna: Dai-Ni-Kan - Sou,1
Let's Yoga!,1
The Land Before Time: Great Valley Racing Adventure,1
Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,1
Red Bull BC One,1
Dragon Ball: Evolution,1
Luminous Arc 2 (JP sales),1
Shadow Tower,1
Virtual Pro Wrestling,1
Shining Force EXA,1
Shirogane no Soleil: Contract to the Future - Mirai e no Keiyaku,1
"Blast Works: Build, Trade, Destroy",1
Blazer Drive,1
Descent Maximum,1
Famicom Mini: Mappy,1
Derby Jockey 2,1
Option Tuning Car Battle,1
Niko Puchi Girls Runway,1
Touch Detective,1
Onigokko! Portable,1
MotoGP 07,1
EyeToy: Operation Spy,1
Retro Game Challenge (US sales),1
Bomberman 2,1
Zero no Tsukaima: Muma ga Tsumugu Yokaze no Nocturne,1
Mana Khemia: Student Alliance,1
Blast Chamber,1
Power Stone Collection,1
Harvest Moon: Frantic Farming,1
Championship Pony,1
Cubic Ninja,1
Ultra Street Fighter IV,1
Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training,1
Harvest Moon DS Cute (jp sales),1
Driving Simulator 2011,1
Postman Pat: Special Delivery Service,1
SNK vs. Capcom: SVC Chaos,1
Machi-Ing Maker 3 x Tousouchuu,1
15 Days,1
USA Today Puzzle Craze,1
Ketsui: Kizuna Jigoku Tachi Extra,1
Bullet Witch,1
Sword & Sorcery,1
Kabushiki Baibai Trainer: Kabutore!,1
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!,1
Cross + Channel,1
Frisbee Disc Freestyle / Frisbee Disc Golf,1
Mario & Luigi: Paper Jam & Mario Kart 7 Double Pack,1
Jade Cocoon 2,1
Rolling Stone: Drum King,1
Sudoku Mania,1
Tom Clancy's Classic Trilogy,1
The King of Fighters Collection: The Orochi Saga (JP sales),1
Suzumiya Haruhi-Chan no Mahjong,1
3D Tank Warfare Simulator Panzer Front,1
Elven Legacy Collection,1
Blue Dragon: Awakened Shadow,1
You Don't Know Jack: Mock 2,1
Tom Clancy's Ghost Recon: Predator,1
Tsuki no Hikari: Shizumeru Kane no Satsujin,1
Total War: WARHAMMER,1
Beach Spikers: Virtua Beach Volleyball,1
Aqua Panic!,1
Darius Gaiden,1
Tatsunoko vs. Capcom: Cross Generation of Heroes,1
Writing and Speaking Beautiful Japanese DS,1
Myth Makers: Super Kart GP,1
Spore Galactic Adventures,1
Choujikuu Yousai Macross: Ai Oboete Imasu ka,1
Vanishing Point,1
Gakken DS: Shin TOEIC Test Kanzen Kouryaku,1
Ghost in the Shell,1
SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen,1
Peggle Nights,1
Silent Scope Complete,1
LEGO Rock Raiders,1
King's Field: The Ancient City,1
Starry ? Sky: After Summer,1
NBA Ballers: Rebound,1
Army Men World War: Team Assault,1
King of Clubs: Mini Golf,1
Disney's The Jungle Book,1
Fifi and the Flowertots,1
Gekido,1
Milo's Astro Lanes,1
GT64 Championship Edition,1
The History Channel: Civil War - Secret Missions,1
Lode Runner 3-D,1
International Superstar Soccer 64 (weekly JP sales),1
Flying Dragon,1
Indy Racing 2000,1
Puzzle Guzzle,1
Virtual Pool 64,1
Aquapazza: Aquaplus Dream Match,1
Aidyn Chronicles: The First Mage,1
L'Aigle de Guerre,1
Gallop Racer Inbreed,1
Opoona,1
Dragonseeds,1
My First Dollhouse,1
Contact,1
Guilty Gear Isuka,1
HOP,1
EA Replay,1
Yattaman Wii: BikkuriDokkiri Machine de Mou Race da Koron,1
Go! Sudoku (JP sales),1
Planetarian: Chiisana Hoshi no Yume,1
Shin Sangoku Musou 6 Special,1
Digimon Rumble Arena,1
Soma Bringer,1
Naval Ops: Warship Gunner,1
Neo Angelique Special,1
Mobile Light Force 2,1
Odama,1
Kouchuu Ouja Mushi King: Super Collection,1
Tales of Phantasia (PS1 & PSP Versions),1
Brave Story: New Traveler (US sales),1
Outdoors Unleashed: Africa 3D,1
GA - Geijutsuka Art Design Class: Slapstick Wonder Land,1
DualPenSports,1
Naruto Shippuden: Naruto vs. Sasuke,1
Roommate Asami: Okusama wa Joshikousei,1
PGA European Tour,1
Cabbage Patch Kids: The Patch Puppy Rescue,1
NCIS 3D,1
Maximum Force,1
Machinarium,1
XXX,1
Sarah: Keeper of the Unicorn,1
Pirates: Legend of the Black Buccaneer,1
Guitar Rock Tour,1
Post Mortem,1
Mobile Suit Gundam: MS Sensen 0079,1
Paws & Claws Pet Vet: Australian Adventures,1
Trauma Center: Under the Knife 2,1
Gravity Games Bike: Street Vert Dirt,1
Scarlett: Nichijou no Kyoukaisen,1
AKB48+Me,1
Disciples III: Renaissance,1
Grisaia no Kajitsu: La Fruit de la Grisaia,1
Prince of Stride,1
Breakout,1
Michael Phelps: Push the Limit,1
SD Gundam Force,1
Mechanic Master 2,1
Gabrielle's Ghostly Groove 3D,1
Top Angler: Real Bass Fishing,1
Frontier Gate,1
Higurashi no Naku Koro ni Matsuri,1
Vitamin X Evolution Plus,1
GunGriffon Blaze,1
Ninja Assault,1
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock,1
BlazBlue: Calamity Trigger Portable,1
Fighting Force 64,1
Chopper Attack,1
Dungeons - The Dark Lord,1
Top Gear Rally 2,1
Shonen Jump's Yu-Gi-Oh! GX Card Almanac,1
Chameleon Twist,1
Nuclear Strike 64,1
Tonic Trouble,1
Snowboard Kids 2,1
Batman & Robin,1
Lunacy,1
The King of Fighters 2000/2001,1
Mini Desktop Racing,1
18 Wheels of Steel: Extreme Trucker 2,1
Real Rode,1
Contra Advance: The Alien Wars EX,1
Nil Admirari no Tenbin: Teito Genwaku Toukidan,1
Gun Metal,1
WireWay,1
Chou Ezaru wa Akai Hana: Koi wa Tsuki ni Shirube Kareru,1
Murakumo: Renegade Mech Pursuit,1
Aedis Eclipse: Generation of Chaos,1
Invizimals: The Lost Tribes,1
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,1
Vacation Sports,1
Fabulous Finds,1
This War of Mine,1
Stronghold Kingdoms,1
Zangeki no Reginleiv,1
Franklin: A Birthday Surprise,1
Cake Mania,1
Sega Touring Car Championship,1
Fit & Fun,1
Eiyuu Densetsu: Sora no Kiseki Material Collection Portable,1
Spy vs Spy,1
Jikkyou Powerful Pro Yakyuu '95,1
Plushees,1
Queen's Blade: Spiral Chaos,1
Super Swing Golf Season 2,1
Mass Destruction,1
The King of Fighters '99,1
Naruto Ultimate Collection,1
Digimon World DS,1
Start the Party! Save the World,1
Woody Woodpecker in Crazy Castle 5,1
Jake Hunter Detective Story: Memories of the Past,1
Suzunone Seven: Rebirth Knot,1
Just In Time Translations,1
Amagoushi no Yakata,1
The Hardy Boys: The Hidden Theft,1
Mega Brain Boost,1
American Girl: Julie Finds a Way,1
Spyborgs,1
Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi,1
Planet Monsters,1
Disney's Peter Pan: Return to Never Land,1
Tokimeki Memorial: Girl's Side 2nd Season,1
Carmageddon 64,1
AirForce Delta Strike,1
Bust-A-Move 3000,1
Kousoku Card Battle: Card Hero,1
Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant,1
Breach,1
Ultraman Star Chronicles,1
Mezase!! Tsuri Master DS,1
Ginga Tetsudou 999 DS,1
Zoids Dash,1
Lost in Blue,1
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,1
Home Run King,1
Yu Yu Hakusho: Tournament Tactics,1
Pocket Pets,1
Pac-Man Pinball Advance,1
Sabrina The Teenage Witch: Potion Commotion,1
J-League Winning Eleven 9: Asia Championship,1
Funky Barn,1
Gem Quest: 4 Elements,1
InuYasha: A Feudal Fairy Tale,1
ECW Anarchy Rulz,1
"Hanayaka Kana, Ware ga Ichizoku: Tasogare Polarstar",1
Touch Detective 2 1/2,1
Ketsui Death Label,1
Sakura Taisen Hanagumi Tsuushin,1
Original Frisbee Disc Sports: Ultimate & Golf,1
Kamen Rider: Climax Heroes,1
Gadget Racers (PAL),1
"Grand Theft Auto: Mission Pack #1, London 1969",1
DJ Star,1
Carnage Heart,1
Barbie in The 12 Dancing Princesses,1
Final Fantasy XII International Zodiac Job System,1
Woody Woodpecker Racing,1
Martian Gothic: Unification,1
Jampack Volume 14 (RP-T),1
Pulse Racer,1
Tegami Bachi: Kokoro Tsumugu Mono e,1
Naruto Shippuden 3D: The New Era,1
Metal Gear Solid Integral,1
The Book of Unwritten Tales,1
Rengoku: The Tower of Purgatory,1
Saigo no Yakusoku no Monogatari,1
Sudokuro,1
Jupiter Strike,1
Hyper Formation Soccer,1
Utawarerumono: Chiriyukusha e no Komoriuta,1
Mega Man Battle Network 5: Double Team DS (JP sales),1
Black Bass with Blue Marlin,1
Mega Man Zero 4,1
Viewtiful Joe: Double Trouble!,1
Aqua Aqua,1
Tournament Pool,1
Pachi-Slot Aruze Oukoku 3,1
Dynasty Warriors Advance,1
Teslagrad,1
Moe Star: Moeru Toudai Eigojuku,1
Kanokon: Esuii,1
Disney Channel Collection Vol. 1,1
Hanasaku Manimani,1
Power Pocket Koushien,1
Wizardry VI: Bane of the Cosmic Forge,1
Squinkies 2: Adventure Mall Surprize!,1
Yamasa Digi World SP: Moeyo! Kung Fu Shukujo,1
Ennichi no Tatsujin,1
D,1
Brunswick Circuit Pro Bowling 2,1
Fairy Tail: Portable Guild,1
Busou Shinki: Battle Masters Mk. 2,1
Help Wanted: 50 Wacky Jobs,1
Dragon Ball Z Super Gokuden: Kakusei-Hen,1
SingStar Guitar,1
Super Robot Taisen: Original Generation,1
Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,1
Project: Horned Owl,1
Petz Fashion: Dogz & Catz,1
Nobunaga no Yabou: Soutensoku with Power-Up Kit,1
Yuusha no Kuse ni Namaikida Or 3D,1
Cookie & Cream,1
Jikkyou Powerful Pro Yakyuu 13 Ketteiban,1
Dreamer Series: Top Model,1
Castle Shikigami 2,1
Wizardry Twin Pack,1
Dramatical Murder Re:code,1
Digimon Digital Card Battle,1
Sugar + Spice! Anoko no Suteki na Nanimokamo,1
Top Gear RPM Tuning,1
Tales of the World: Reve Unitia,1
Virtual Hydlide,1
Goal Storm '97,1
End of Nations,1
Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,1
GiFTPiA,1
Lady Sia,1
The Godfather: Mob Wars,1
ATV: Quad Frenzy,1
Deca Sports DS,1
JU-ON: The Grudge,1
Winter Heat,1
Machi: Unmei no Kousaten,1
Winning Post 8 2016,1
Dynasty Tactics 2,1
Golden Nugget Casino DS,1
Silly Bandz: Play The Craze,1
Machi-ing Maker 4,1
My Little Sister Can't Be This Cute Portable,1
Super Speed Machines,1
Transformers: Beast Wars Transmetals,1
Victory Zone,1
Shining Ark,1
Mushroom Men: Rise of the Fungi,1
Panzer Dragoon Saga,1
World Class Rugby 2: Kokunai Gekitou Hen '93,1
Death Jr.: Root of Evil,1
XI Coliseum,1
Bust-A-Move DS,1
Pirates PlundArrr,1
Felony 11-79,1
Tyco RC: Assault with a Battery,1
NHL Rivals 2004,1
Outlaw Golf: Nine Holes of Christmas,1
Revolution: 25th Anniversary Collection,1
Farming 2017 - The Simulation,1
Rocky Balboa,1
PriPara Mezase! Idol Grand Prix No.1!,1
Fujiko F. Fujio Characters: Great Assembly! Slightly Fantastic Slapstick Party,1
Nano Diver,1
NEVES,1
Elkrone no Atelier: Dear for Otomate,1
My Boyfriend,1
Unreal Tournament 2004,1
Antiphona no Seikahime: Tenshi no Gakufu Op.A,1
Ranma 1/2: Akanekodan Teki Hihou,1
Kirarin * Revolution: Kira Kira Idol Audition,1
The Cheetah Girls: Pop Star Sensations,1
Railroad Tycoon II,1
Patapon 2,1
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,1
Tetris Evolution,1
Dragon Quest & Final Fantasy in Itadaki Street Portable,1
Hitman Trilogy,1
The Longest Journey,1
Picross 3D 2,1
Eyeshield 21: Portable Edition,1
Kotoba no Puzzle: Mojipittan Daijiten,1
Arcade Party Pak,1
Hexen: Beyond Heretic,1
Cats & Dogs: The Revenge of Kitty Galore,1
FoxKids.com Micro Maniacs Racing,1
Langrisser IV,1
Final Fantasy I & II,1
Master of the Monster Lair,1
Irozuki Tingle no Koi no Balloon Trip,1
Stronghold Legends,1
Kabushiki Baibai Trainer: Kabutore! Next,1
Hole in the Wall: Deluxe Edition,1
Watchmen: The End is Nigh Part 1 & 2,1
Shadow Master,1
Mount & Blade Collection,1
Karaoke Joysound Wii DX,1
Famicom Mini: Makaimura,1
L: the proLogue to DEATH NOTE - Rasen no Wana,1
PC Engine Best Collection: Tengai Makyou Collection,1
Sansuu Puzzle de Migaku: Gakken Otona no Shikou Sense,1
Commandos 3: Destination Berlin,1
Midnight Play! Pack,1
Otoko Yukaku,1
Spirits and Demons: 5 Game Pack,1
Mahjong Master,1
My Make-Up,1
Counter-Strike: Source,1
Invasion From Beyond,1
Tabi no Yubisashi Kaiwachou DS: DS Series 4 America,1
